transaction_id,customer_id,transaction_amount,transaction_hour,merchant_category,customer_tenure_days,num_transactions_24h,num_failed_transactions_24h,avg_transaction_amount_30d,is_foreign_transaction,device_type,country,previous_chargebacks,account_age_days,risk_score_external,is_fraud
15284,5363,56.61,9,other,2128,0,1,42.04,False,mobile,GB,0,2391,0.002,0
15285,4283,41.88,2,grocery,620,1,0,29.05,False,desktop,DE,0,754,0.7516,0
15286,1519,28.29,13,entertainment,1806,3,0,45.23,False,mobile,US,1,1813,0.0008,0
15287,885,49.53,4,grocery,2969,2,0,44.47,False,pos,IN,0,3032,0.0001,0
15288,4290,43.78,3,other,1126,2,0,34.2,False,desktop,US,0,1466,0.0507,0
15289,9841,2.64,1,entertainment,3614,4,0,3.47,False,mobile,US,0,3810,0.0,0
15290,6216,21.67,13,travel,2360,2,0,32.6,False,tablet,GB,0,2695,0.0003,0
15291,3128,7.35,20,grocery,3317,0,1,6.94,False,mobile,GB,2,3694,0.0,0
15292,9992,4.33,21,grocery,816,3,0,5.97,True,desktop,CA,0,994,0.1044,0
15293,9979,12.1,2,entertainment,918,1,0,11.95,False,mobile,DE,0,1141,0.0398,0
15294,3316,17.95,5,grocery,3091,3,0,14.14,False,mobile,US,0,3474,0.0001,0
15295,2156,18.02,8,fashion,1788,3,0,17.26,False,mobile,US,1,1931,0.0019,0
15296,1935,21.43,2,fashion,536,1,0,23.5,False,pos,NG,1,590,0.0878,0
15297,5847,85.04,22,fashion,441,2,0,89.94,True,mobile,BR,0,817,0.7029,0
15298,3093,62.76,6,restaurant,2625,2,0,82.5,False,desktop,US,0,3010,0.0002,0
15299,7772,118.47,6,electronics,144,0,0,111.39,False,desktop,US,0,205,0.7613,0
15300,3482,22.35,20,grocery,897,3,0,23.56,False,mobile,US,0,1136,0.014,0
15301,6076,46.14,0,fashion,19,1,0,48.91,False,mobile,US,0,215,0.9683,0
15302,2476,36.6,17,electronics,1543,2,0,36.25,False,mobile,GB,0,1810,0.0495,0
15303,4758,25.57,9,fashion,489,0,0,27.16,True,mobile,US,0,659,0.4209,0
15304,6573,10.42,2,other,111,1,0,13.04,False,desktop,DE,0,169,0.6376,1
15305,9909,96.83,14,fashion,2286,1,0,51.75,False,mobile,CN,1,2408,0.002,0
15306,2992,19.96,8,gambling,2329,1,0,24.23,False,desktop,US,0,2333,0.0001,0
15307,7522,151.16,0,fashion,3607,2,0,113.98,False,mobile,US,0,3845,0.0,0
15308,6041,18.67,16,utilities,1455,2,0,15.82,False,pos,CN,0,1717,0.0062,0
15309,7522,199.52,18,utilities,3607,2,0,194.39,False,pos,US,0,3845,0.0,0
15310,6111,20.93,8,restaurant,3158,1,1,25.44,False,desktop,BR,0,3162,0.0,0
15311,1073,39.71,7,grocery,2762,2,0,25.64,False,mobile,NG,0,2943,0.0001,0
15312,2365,50.44,0,other,2774,2,0,76.49,False,mobile,RU,0,2929,0.0002,0
15313,7091,106.77,7,entertainment,2385,0,1,44.03,False,pos,US,1,2595,0.0001,0
15314,7397,30.77,10,restaurant,1765,6,0,28.94,False,tablet,US,0,1978,0.0042,0
15315,6295,269.52,20,other,247,1,0,200.11,False,mobile,US,0,639,0.26,0
15316,1975,488.4,15,fashion,2041,0,0,197.87,False,mobile,US,0,2202,0.0003,0
15317,1066,120.28,11,entertainment,1416,0,2,103.51,False,desktop,US,0,1623,0.0047,0
15318,7335,60.45,21,entertainment,1220,1,0,40.45,False,mobile,US,0,1417,0.0079,0
15319,6367,94.85,12,gambling,3016,3,1,49.69,True,desktop,CN,1,3105,0.001,0
15320,5547,14.19,0,fashion,563,0,0,9.95,False,mobile,CA,0,834,0.2283,0
15321,194,149.19,13,travel,1321,2,1,101.24,False,mobile,US,0,1596,0.0207,0
15322,6187,120.09,22,fashion,1425,2,0,89.17,False,desktop,CA,0,1774,0.0174,0
15323,7766,46.34,16,gambling,2603,2,1,26.0,False,mobile,US,0,2856,0.0003,0
15324,4592,96.92,14,fashion,145,1,0,81.97,False,mobile,RU,0,538,0.086,0
15325,520,136.74,11,travel,2170,0,0,107.49,False,mobile,CN,0,2247,0.0024,0
15326,2899,21.91,21,utilities,2907,0,0,29.54,False,desktop,FR,0,3052,0.0,0
15327,1743,111.86,23,restaurant,1664,0,0,56.0,False,mobile,RU,1,1887,0.0092,0
15328,6177,56.69,22,electronics,2722,0,0,32.53,False,mobile,GB,0,2952,0.0,0
15329,1210,23.68,14,restaurant,3516,1,0,15.92,False,mobile,US,0,3735,0.0,0
15330,418,85.77,15,restaurant,445,2,0,77.1,False,mobile,US,1,474,0.1469,0
15331,8165,17.39,8,grocery,1072,3,0,22.99,False,tablet,US,0,1413,0.0713,0
15332,9232,17.46,16,fashion,1047,1,1,22.97,False,desktop,FR,0,1222,0.1343,0
15333,8435,49.43,13,electronics,1234,0,2,71.48,False,desktop,BR,0,1619,0.0275,0
15334,5803,39.95,19,other,1597,2,0,32.7,False,mobile,US,0,1878,0.0023,0
15335,3499,15.37,10,restaurant,450,2,0,26.5,False,mobile,US,0,494,0.2353,0
15336,796,30.1,6,utilities,1079,3,0,24.02,False,tablet,CA,0,1209,0.0184,0
15337,3853,9.27,7,entertainment,383,2,0,6.55,False,mobile,US,0,519,0.3196,0
15338,1828,110.82,7,grocery,3594,2,0,163.77,False,desktop,US,0,3703,0.0,0
15339,8063,348.24,15,restaurant,658,1,0,353.54,False,desktop,NG,0,865,0.0538,0
15340,8326,13.9,2,electronics,3140,1,1,9.49,False,tablet,GB,0,3411,0.0001,0
15341,4646,10.01,9,utilities,1472,1,0,13.77,False,mobile,IN,0,1629,0.004,0
15342,3029,33.93,2,utilities,820,2,0,62.62,False,desktop,US,0,901,0.0376,0
15343,6962,23.44,19,utilities,1614,0,0,32.61,False,desktop,GB,0,1621,0.0012,0
15344,6269,64.65,23,fashion,1001,3,0,47.29,False,desktop,BR,0,1324,0.041,0
15345,5775,55.81,2,fashion,1798,3,0,56.37,False,mobile,US,0,1943,0.0019,0
15346,9266,32.97,22,electronics,1190,4,0,51.74,False,mobile,IN,0,1282,0.0423,0
15347,2795,111.82,12,grocery,253,2,0,79.19,False,mobile,US,0,438,0.6418,0
15348,3267,557.67,17,grocery,2696,3,1,46.66,False,mobile,GB,0,2955,0.002,0
15349,556,19.91,2,electronics,1842,1,0,14.61,False,mobile,IN,0,2129,0.0004,0
15350,2179,27.26,13,travel,2286,0,2,54.65,False,desktop,US,0,2299,0.0003,0
15351,4644,56.85,12,fashion,245,0,0,98.3,False,mobile,DE,0,259,0.564,0
15352,8184,121.84,14,grocery,2792,3,1,104.91,False,mobile,BR,0,3008,0.0001,0
15353,1886,134.71,22,gambling,656,3,1,23.42,False,desktop,US,0,715,0.6724,1
15354,5165,80.47,17,grocery,1296,1,0,84.47,False,mobile,US,0,1524,0.0012,0
15355,3045,7.74,6,electronics,691,0,0,10.13,False,mobile,CN,1,833,0.1603,0
15356,7832,83.48,2,grocery,1113,2,0,112.4,False,mobile,US,0,1218,0.1302,0
15357,6375,129.39,10,electronics,534,0,0,105.18,False,desktop,GB,0,801,0.0782,0
15358,560,56.83,20,restaurant,3107,3,0,64.09,False,desktop,BR,0,3399,0.0001,0
15359,1624,68.56,11,entertainment,61,1,0,60.71,False,mobile,GB,1,90,0.969,0
15360,7615,65.41,4,fashion,2878,1,0,63.34,False,pos,US,0,2888,0.0,0
15361,6778,34.88,19,fashion,1604,2,0,42.49,False,desktop,US,0,1775,0.0005,0
15362,1155,110.62,18,electronics,1114,2,0,55.47,False,tablet,US,0,1352,0.1049,0
15363,2968,72.46,23,restaurant,833,2,1,114.16,False,tablet,US,0,1126,0.0769,0
15364,2716,223.27,6,crypto,1693,2,0,284.18,False,desktop,US,0,2070,0.0363,0
15365,4665,39.71,16,restaurant,1141,1,0,40.59,False,desktop,US,0,1313,0.0085,0
15366,267,12.99,7,utilities,1632,1,0,18.98,False,desktop,US,0,1764,0.0135,0
15367,5249,32.84,4,electronics,3288,1,0,34.4,False,mobile,CA,0,3682,0.0,0
15368,1660,77.45,15,entertainment,926,1,0,54.46,True,mobile,US,1,1242,0.0189,0
15369,7314,18.89,22,utilities,579,0,0,19.01,False,mobile,IN,0,653,0.0558,0
15370,5440,40.6,21,fashion,2032,4,1,60.11,True,desktop,US,0,2207,0.0069,0
15371,7852,16.67,19,grocery,2045,1,0,18.82,False,desktop,GB,1,2232,0.0004,0
15372,6300,89.93,14,electronics,671,1,1,97.99,False,mobile,US,0,708,0.517,0
15373,9108,8.07,8,grocery,2467,1,0,8.98,False,desktop,US,0,2508,0.0016,0
15374,9559,35.12,1,utilities,2815,1,1,37.94,False,mobile,FR,0,2942,0.0001,0
15375,6219,363.16,12,travel,87,2,0,351.76,False,mobile,GB,0,231,0.8507,1
15376,6269,92.57,4,restaurant,1001,1,0,48.11,True,desktop,US,0,1324,0.3315,0
15377,3492,436.91,13,restaurant,2320,1,0,403.85,False,tablet,FR,0,2359,0.0056,0
15378,9350,35.0,20,utilities,2410,1,0,26.8,False,mobile,BR,0,2570,0.0002,0
15379,8130,89.86,18,grocery,434,3,0,90.45,False,mobile,US,0,512,0.1754,0
15380,2481,28.35,18,other,2379,1,0,22.88,False,tablet,NG,0,2765,0.0002,0
15381,2634,104.78,18,electronics,2054,2,0,137.93,False,desktop,US,0,2266,0.0006,0
15382,7394,939.68,17,electronics,1093,2,0,413.89,False,mobile,US,0,1152,0.2235,0
15383,3443,39.27,1,entertainment,1663,0,0,51.92,True,mobile,BR,0,1671,0.0146,0
15384,8207,132.35,1,grocery,1719,1,0,49.44,False,pos,BR,0,1820,0.0892,0
15385,9178,12.34,12,entertainment,2350,2,0,13.88,False,mobile,US,0,2659,0.0019,0
15386,1147,35.9,1,grocery,1940,1,0,34.27,False,mobile,US,0,2078,0.0033,0
15387,5142,11.67,23,fashion,58,2,0,16.15,False,mobile,CN,0,318,0.6294,0
15388,8883,130.82,17,electronics,1005,1,0,79.26,False,mobile,US,0,1076,0.3123,0
15389,5478,18.59,21,restaurant,2580,0,0,20.93,False,mobile,FR,0,2616,0.0,0
15390,1455,33.99,0,utilities,2089,1,0,76.25,False,desktop,DE,0,2487,0.0,0
15391,7898,22.57,1,entertainment,3197,6,0,17.31,False,mobile,US,0,3376,0.0,0
15392,2048,108.07,11,other,1940,1,0,54.88,True,mobile,BR,0,2291,0.001,0
15393,4885,219.4,12,restaurant,24,2,0,264.47,False,mobile,FR,0,365,0.5809,0
15394,9685,21.16,14,grocery,2361,3,1,18.89,False,mobile,US,0,2724,0.0002,0
15395,8900,128.15,1,utilities,74,3,1,28.85,False,mobile,CA,0,213,0.9049,1
15396,6079,114.37,15,fashion,2106,1,0,132.89,True,desktop,IN,0,2191,0.0113,0
15397,1563,155.66,18,restaurant,907,1,0,33.92,True,mobile,DE,0,1251,0.5421,0
15398,3809,211.06,20,restaurant,1895,1,0,146.55,False,tablet,CA,0,1923,0.0031,0
15399,2356,43.99,6,travel,1343,2,0,10.2,False,tablet,US,0,1486,0.0074,0
15400,6752,22.64,12,entertainment,1549,4,0,27.28,False,mobile,US,0,1779,0.0138,0
15401,7588,34.88,9,restaurant,561,1,0,40.97,False,mobile,US,0,858,0.0881,0
15402,6232,65.26,3,grocery,2309,2,0,79.53,False,desktop,BR,0,2684,0.0048,0
15403,6067,176.7,0,other,1397,2,0,148.78,False,desktop,US,0,1717,0.0135,0
15404,3086,182.68,2,electronics,1317,5,0,173.05,False,pos,DE,0,1686,0.6339,0
15405,4469,39.12,0,utilities,3244,1,1,36.47,False,mobile,US,0,3550,0.0,0
15406,9826,18.92,8,utilities,1414,3,0,10.28,False,mobile,CA,1,1770,0.0146,0
15407,9103,22.05,1,restaurant,1738,0,2,26.12,False,mobile,CA,0,1834,0.0026,0
15408,7092,132.06,22,grocery,1719,1,0,104.73,False,desktop,IN,0,1920,0.0004,0
15409,8674,148.27,16,electronics,67,0,1,89.92,False,desktop,GB,0,235,0.1478,1
15410,7044,8.47,23,restaurant,3170,1,0,11.46,True,pos,RU,0,3316,0.0,0
15411,6387,770.87,3,grocery,1776,0,0,78.81,False,desktop,US,0,2027,0.0416,0
15412,7543,25.81,4,grocery,1352,1,0,20.41,False,mobile,US,0,1459,0.0008,0
15413,2457,147.61,3,electronics,3068,0,0,116.88,False,desktop,US,1,3158,0.0,0
15414,9657,61.56,1,utilities,3072,5,0,66.59,False,pos,DE,0,3408,0.0,0
15415,4286,136.7,13,utilities,2800,0,0,168.91,False,mobile,US,0,3106,0.0,0
15416,448,11.75,3,crypto,3489,2,0,13.64,False,mobile,US,0,3530,0.0,0
15417,1867,46.38,19,restaurant,406,0,0,33.87,False,mobile,US,1,644,0.2792,0
15418,6616,965.07,1,grocery,94,0,0,109.53,False,desktop,BR,0,360,0.9633,0
15419,6642,45.1,4,utilities,46,1,0,80.13,False,desktop,US,1,60,0.8337,1
15420,5378,43.23,11,restaurant,932,1,1,41.6,False,pos,US,1,1081,0.1706,0
15421,4952,113.12,6,other,184,2,1,154.78,False,mobile,DE,0,392,0.1954,0
15422,6329,137.02,9,entertainment,284,2,0,131.47,False,mobile,US,1,651,0.657,0
15423,7187,157.01,11,grocery,1715,1,0,147.28,False,tablet,US,0,1857,0.0007,0
15424,2011,1264.29,21,fashion,1814,2,0,195.38,False,mobile,CN,0,1871,0.0147,0
15425,2052,13.17,8,gambling,1105,1,0,22.69,False,desktop,US,0,1453,0.0033,0
15426,367,73.98,7,crypto,1714,3,0,67.24,False,pos,FR,0,1811,0.0019,0
15427,6029,105.46,13,restaurant,1929,2,2,96.86,False,mobile,CA,0,2017,0.0073,0
15428,3670,11.45,5,entertainment,792,1,0,22.01,False,pos,DE,1,952,0.0827,0
15429,9381,158.69,8,utilities,20,3,0,250.78,False,desktop,US,1,43,0.2505,1
15430,3313,17.17,2,other,3395,4,0,14.52,False,desktop,US,0,3448,0.0,0
15431,5617,57.26,14,travel,2911,0,0,126.39,False,desktop,CN,0,3028,0.0,0
15432,3397,12.41,18,grocery,1657,0,1,17.95,False,desktop,US,0,1855,0.0008,0
15433,3499,22.33,10,other,450,2,0,25.56,False,mobile,US,0,494,0.1955,0
15434,3562,78.41,17,fashion,620,3,0,115.13,False,mobile,US,2,772,0.2799,0
15435,6086,73.76,22,fashion,2792,2,0,61.39,False,mobile,US,0,3128,0.0,0
15436,3601,85.69,9,grocery,1626,1,0,88.92,False,desktop,CA,0,1820,0.0051,0
15437,1478,20.37,4,restaurant,1439,1,0,21.34,False,tablet,BR,0,1804,0.0237,0
15438,1648,77.93,3,grocery,2423,1,0,108.11,False,mobile,US,0,2492,0.0007,0
15439,5214,37.56,14,fashion,2242,3,0,30.59,False,mobile,GB,0,2553,0.001,0
15440,4286,221.2,7,restaurant,2800,1,0,154.59,False,mobile,US,0,3106,0.0,0
15441,8728,12.19,8,grocery,3573,5,0,12.4,False,mobile,US,1,3778,0.0,0
15442,427,35.05,3,utilities,3155,2,0,37.09,False,desktop,US,0,3459,0.0001,0
15443,2648,15.4,3,other,2872,1,0,24.08,False,desktop,US,0,2915,0.0,0
15444,6901,61.85,8,grocery,136,0,0,74.1,False,tablet,US,0,530,0.2089,0
15445,6830,69.36,8,travel,1094,2,0,100.98,False,desktop,GB,0,1129,0.0965,0
15446,759,21.33,16,travel,467,0,1,16.9,False,mobile,IN,1,701,0.2378,0
15447,2455,31.29,9,entertainment,3030,0,0,48.39,False,tablet,US,0,3092,0.0,0
15448,2255,12.7,6,restaurant,1078,1,0,19.58,False,mobile,US,0,1466,0.0276,0
15449,9611,13.41,7,electronics,3532,2,0,16.49,False,tablet,US,0,3610,0.0,0
15450,9223,45.95,11,entertainment,1573,3,1,37.85,False,pos,US,0,1668,0.0189,0
15451,9821,24.44,1,entertainment,2917,1,0,19.7,False,mobile,IN,0,3064,0.0001,0
15452,1463,42.5,19,utilities,174,1,0,66.51,False,desktop,GB,0,411,0.1802,0
15453,6925,163.3,5,restaurant,1273,1,0,142.06,False,desktop,DE,0,1494,0.0346,0
15454,5159,56.46,16,restaurant,504,3,0,68.93,False,mobile,CA,0,830,0.087,0
15455,7483,106.64,5,gambling,1691,1,0,76.26,False,desktop,US,0,1982,0.0208,0
15456,2113,261.91,16,travel,3338,1,0,187.02,False,desktop,DE,0,3712,0.0,0
15457,302,230.64,13,entertainment,3016,1,1,33.76,False,mobile,CA,0,3279,0.0007,0
15458,1123,67.22,0,entertainment,982,0,0,42.0,False,desktop,GB,0,1085,0.0144,0
15459,4989,212.49,21,travel,3401,1,0,122.85,False,desktop,US,0,3407,0.0,0
15460,9793,27.23,7,restaurant,210,3,0,14.25,False,desktop,IN,0,426,0.7176,1
15461,355,33.55,17,grocery,3539,1,0,33.88,False,desktop,US,0,3780,0.0,0
15462,5840,529.43,1,crypto,2588,0,0,92.07,False,desktop,GB,0,2759,0.0004,0
15463,1973,137.65,13,grocery,2489,1,0,111.0,False,desktop,CN,0,2717,0.0003,0
15464,717,20.39,22,electronics,1890,2,0,42.34,False,mobile,US,0,2150,0.0003,0
15465,6229,39.92,5,electronics,18,2,1,41.12,False,pos,US,0,389,0.8505,1
15466,3688,23.91,0,grocery,3435,2,0,37.64,False,mobile,US,0,3570,0.0,0
15467,7407,60.02,22,entertainment,3603,1,0,64.02,False,desktop,US,0,3882,0.0,0
15468,3622,38.72,10,crypto,812,0,0,68.28,True,tablet,US,0,879,0.0438,0
15469,991,116.01,16,restaurant,1251,1,1,91.99,False,mobile,CA,0,1392,0.0431,0
15470,7292,21.78,0,fashion,2759,0,0,13.74,False,desktop,US,0,2910,0.0001,0
15471,6527,16.14,2,electronics,53,0,0,24.97,False,mobile,US,0,220,0.325,0
15472,9040,42.77,6,utilities,896,1,0,74.91,False,desktop,FR,0,950,0.0337,0
15473,6932,15.7,14,electronics,2895,2,0,12.08,False,desktop,US,0,3096,0.0001,0
15474,133,11.42,17,grocery,331,2,2,17.21,False,mobile,US,0,723,0.793,0
15475,8276,23.22,11,travel,3125,1,0,23.67,False,mobile,US,0,3375,0.0,0
15476,5492,28.31,22,travel,2858,4,1,28.3,False,desktop,US,0,3091,0.0001,0
15477,118,68.25,10,grocery,511,4,0,63.92,False,mobile,US,0,752,0.2854,0
15478,8007,16.75,13,restaurant,1508,1,1,18.65,False,mobile,IN,1,1705,0.0225,0
15479,7679,37.32,6,entertainment,1593,2,0,42.65,False,mobile,GB,1,1822,0.0311,0
15480,9998,112.49,20,electronics,1290,2,0,168.8,False,mobile,BR,0,1439,0.0018,0
15481,4775,122.84,20,entertainment,984,2,0,194.25,False,desktop,BR,0,1294,0.0153,0
15482,7765,56.23,22,grocery,1707,2,2,60.8,False,pos,US,0,2027,0.0018,0
15483,7095,7.28,10,electronics,3559,1,0,10.35,False,desktop,NG,0,3921,0.0001,0
15484,4882,28.97,10,travel,3642,2,0,36.41,False,mobile,FR,0,3994,0.0,0
15485,1741,28.63,2,grocery,1574,3,0,59.44,False,tablet,CA,0,1816,0.0048,0
15486,4382,50.71,21,grocery,421,1,0,54.72,False,mobile,US,0,631,0.0297,0
15487,1556,12.7,20,restaurant,595,0,0,15.84,False,pos,US,0,814,0.0333,0
15488,2998,178.75,12,grocery,1270,1,0,119.98,False,tablet,US,0,1419,0.0071,0
15489,8724,23.98,11,other,1978,4,0,41.78,False,tablet,BR,0,2156,0.0011,0
15490,2522,43.28,6,travel,162,1,1,51.2,False,mobile,CA,0,515,0.4165,1
15491,8250,14.16,5,restaurant,3638,1,0,13.97,False,mobile,US,1,3981,0.0,0
15492,327,59.46,17,grocery,864,0,1,46.02,False,pos,US,0,1211,0.0867,0
15493,4830,144.39,22,fashion,1778,0,0,23.06,False,mobile,IN,0,2041,0.0122,0
15494,7386,23.56,15,restaurant,337,2,1,34.97,False,desktop,US,0,341,0.5784,1
15495,8654,140.04,12,electronics,215,2,1,37.22,False,pos,US,0,423,0.9047,1
15496,257,605.2,20,fashion,2474,1,0,94.44,False,desktop,NG,1,2786,0.0059,0
15497,7944,184.98,12,electronics,530,1,0,180.22,False,mobile,US,0,686,0.0383,0
15498,8914,45.09,7,electronics,544,2,0,65.6,False,desktop,FR,1,625,0.0552,0
15499,1529,6.55,14,electronics,76,0,0,9.89,False,tablet,FR,0,404,0.2318,0
15500,534,14.78,11,fashion,1040,0,1,12.09,False,pos,DE,1,1171,0.0853,0
15501,2039,19.17,22,restaurant,3607,2,0,17.54,False,desktop,DE,0,3888,0.0,0
15502,2353,43.24,12,entertainment,2608,2,0,37.14,False,pos,US,0,2818,0.0003,0
15503,1900,58.15,11,electronics,1239,1,0,72.57,False,pos,CN,1,1499,0.0067,0
15504,5879,88.59,20,travel,2397,0,1,79.1,False,desktop,GB,0,2431,0.0004,0
15505,2519,18.33,9,restaurant,523,1,0,25.34,False,mobile,US,1,808,0.1593,0
15506,7185,84.42,5,restaurant,840,0,1,72.8,False,mobile,CA,0,994,0.1895,0
15507,5082,150.33,6,restaurant,1852,0,0,194.25,False,mobile,US,0,2230,0.0004,0
15508,4505,11.86,14,fashion,62,0,0,15.7,False,mobile,CA,0,179,0.2612,0
15509,8681,201.45,15,utilities,3267,1,0,200.48,False,mobile,IN,0,3339,0.0001,0
15510,5941,22.25,22,utilities,932,2,0,22.3,False,desktop,US,0,1085,0.1946,0
15511,2644,60.19,6,entertainment,1701,2,0,37.52,False,mobile,US,0,1852,0.0021,0
15512,884,5.58,11,entertainment,567,3,0,7.77,False,pos,NG,0,891,0.0479,0
15513,5342,45.84,22,electronics,2243,0,0,8.31,False,mobile,RU,0,2639,0.0001,0
15514,7450,48.95,5,electronics,2993,0,0,40.33,False,mobile,US,0,3195,0.0,0
15515,6739,7.7,11,travel,1359,3,1,11.08,False,mobile,BR,0,1483,0.021,0
15516,8028,45.62,13,fashion,157,2,0,39.07,False,desktop,US,0,276,0.3388,0
15517,7764,328.89,14,grocery,3339,0,0,125.62,False,mobile,US,0,3713,0.0,0
15518,5128,729.28,2,entertainment,1886,1,0,119.49,False,mobile,US,0,2061,0.0156,0
15519,2647,139.01,13,electronics,2073,7,0,216.64,False,desktop,US,0,2184,0.0019,0
15520,8231,14.61,15,fashion,1162,0,0,9.58,False,desktop,US,0,1323,0.0178,0
15521,4334,24.34,11,electronics,3263,2,0,31.34,False,pos,US,0,3550,0.0,0
15522,1389,57.37,4,restaurant,3252,1,0,64.05,False,mobile,US,0,3318,0.0,0
15523,8935,9.79,19,fashion,1319,5,0,12.18,False,pos,FR,0,1651,0.0999,0
15524,2052,18.41,16,utilities,1105,1,1,21.33,False,tablet,US,0,1453,0.0422,0
15525,1662,58.24,3,crypto,2230,2,0,83.28,False,mobile,US,0,2498,0.0011,0
15526,1904,38.27,2,fashion,907,2,0,26.38,False,tablet,US,0,1089,0.1226,0
15527,2077,72.21,12,other,1695,2,0,94.75,False,desktop,US,0,1990,0.0037,0
15528,2767,21.11,3,restaurant,1349,2,0,18.81,False,mobile,US,0,1521,0.0157,0
15529,5632,249.14,9,utilities,2040,0,0,266.93,False,mobile,US,0,2167,0.0003,0
15530,2128,29.82,2,utilities,2283,1,0,26.49,False,mobile,GB,1,2443,0.0002,0
15531,8647,9.88,7,entertainment,2483,2,0,9.38,False,pos,US,0,2615,0.0001,0
15532,4256,76.43,23,grocery,1197,2,2,72.64,False,mobile,CN,0,1380,0.0045,0
15533,4680,18.94,6,utilities,253,3,0,38.69,False,desktop,GB,0,613,0.2269,0
15534,6885,28.85,14,crypto,172,1,1,19.46,False,tablet,US,0,175,0.8584,0
15535,575,196.77,11,entertainment,26,1,1,104.41,False,desktop,BR,0,268,0.4507,0
15536,3103,63.02,20,travel,53,1,0,58.85,False,mobile,US,0,195,0.691,0
15537,6849,37.64,11,fashion,1263,1,0,38.88,False,mobile,US,0,1321,0.0022,0
15538,3776,130.04,22,travel,689,2,0,289.39,False,tablet,US,0,794,0.1128,0
15539,921,51.06,1,fashion,3186,3,0,69.03,False,mobile,US,0,3442,0.0,0
15540,4850,42.11,23,grocery,3287,2,0,58.25,False,mobile,US,0,3586,0.0,0
15541,2156,26.31,1,restaurant,1788,2,0,21.52,False,mobile,US,1,1931,0.0037,0
15542,8817,6.94,11,restaurant,1357,2,0,7.13,False,pos,DE,0,1511,0.0004,0
15543,1182,54.85,21,entertainment,3386,0,1,56.22,False,tablet,US,0,3556,0.0,0
15544,753,93.34,18,grocery,315,2,0,88.09,False,pos,GB,0,434,0.9276,0
15545,5563,71.34,5,crypto,2874,1,1,65.15,True,mobile,US,0,2954,0.0001,0
15546,2000,14.94,5,electronics,1026,0,0,15.19,False,pos,CA,0,1353,0.014,0
15547,8596,140.23,6,fashion,2151,0,1,30.54,False,mobile,US,0,2524,0.0008,0
15548,1784,24.59,15,gambling,3486,1,1,29.77,False,mobile,GB,0,3721,0.0,0
15549,4691,1066.51,20,restaurant,6,2,0,184.99,False,mobile,IN,0,296,0.9302,1
15550,7489,158.3,4,grocery,53,3,0,46.07,False,mobile,CA,0,395,0.9234,1
15551,518,114.35,17,fashion,243,0,1,157.57,False,desktop,GB,1,413,0.216,0
15552,9998,168.34,21,electronics,1290,4,0,216.95,False,mobile,BR,0,1439,0.1964,0
15553,7649,24.06,13,grocery,2002,4,0,18.42,False,desktop,US,0,2398,0.0011,0
15554,3316,14.8,14,grocery,3091,0,0,12.64,False,mobile,US,0,3474,0.0,0
15555,4662,18.66,20,grocery,2119,0,1,13.0,False,mobile,US,1,2203,0.001,0
15556,1550,10.54,18,grocery,18,1,0,15.8,False,mobile,GB,0,107,0.7038,1
15557,3885,25.58,17,gambling,593,0,1,20.02,False,mobile,US,1,796,0.0695,0
15558,3096,22.2,2,grocery,2744,0,0,26.65,False,tablet,US,0,2967,0.0001,0
15559,3030,179.8,7,restaurant,3266,0,0,148.03,False,desktop,US,0,3325,0.0,0
15560,7680,66.29,13,electronics,1033,2,0,54.97,False,desktop,US,1,1310,0.0479,0
15561,7997,28.4,8,fashion,2622,2,0,37.68,False,tablet,GB,0,2665,0.0,0
15562,3596,59.82,8,entertainment,1058,1,0,79.32,False,desktop,US,0,1134,0.2643,0
15563,1154,8.55,4,fashion,3320,2,0,9.58,False,desktop,DE,0,3712,0.0,0
15564,439,20.44,17,fashion,296,0,0,22.58,False,mobile,IN,0,324,0.2729,0
15565,9521,98.12,1,entertainment,1177,2,0,100.1,False,mobile,US,2,1379,0.0076,0
15566,1023,74.36,3,entertainment,3171,2,1,82.34,False,pos,CN,0,3437,0.0,0
15567,6531,67.91,17,crypto,234,1,0,151.64,False,mobile,CA,0,466,0.3357,0
15568,896,18.17,4,restaurant,2233,3,0,15.41,False,desktop,CN,0,2373,0.0018,0
15569,7925,52.3,11,grocery,473,1,0,45.32,False,mobile,CN,0,581,0.1294,0
15570,3541,38.52,18,fashion,2683,3,0,39.8,False,mobile,US,0,2698,0.0,0
15571,3250,89.24,15,restaurant,1443,3,0,56.35,False,mobile,US,0,1448,0.0061,0
15572,252,485.22,14,other,1804,1,0,267.7,False,mobile,RU,0,1820,0.0006,0
15573,9663,33.72,23,grocery,362,1,0,45.16,False,tablet,US,0,439,0.7221,0
15574,4788,162.53,15,restaurant,40,0,0,159.16,False,mobile,NG,0,335,0.0512,0
15575,1493,9.29,6,grocery,107,1,0,15.74,False,mobile,US,0,108,0.0755,0
15576,1267,22.02,3,electronics,201,0,0,34.23,False,desktop,CA,0,261,0.7419,0
15577,6807,776.32,21,grocery,1818,1,0,192.8,False,desktop,CA,0,2026,0.0068,0
15578,2073,111.89,11,electronics,1470,2,0,133.96,False,desktop,US,0,1654,0.0047,0
15579,4887,43.18,23,grocery,2523,1,0,41.71,False,pos,CA,0,2816,0.0,0
15580,1928,59.27,22,grocery,459,3,0,27.81,False,mobile,DE,0,583,0.2305,0
15581,3778,5.73,16,fashion,3105,0,0,11.89,False,mobile,BR,0,3348,0.0,0
