transaction_id,customer_id,transaction_amount,transaction_hour,customer_tenure_days,num_transactions_24h,num_failed_transactions_24h,avg_transaction_amount_30d,previous_chargebacks,account_age_days,risk_score_external,amount_to_customer_avg_ratio,failed_transaction_rate_24h,high_velocity_flag,has_previous_chargeback,merchant_category,device_type,country,is_foreign_transaction,is_fraud
14844,5017,35.03,2,205,2,0,52.5,0,504,0.6489,0.6672380952380953,0.0,0,0,restaurant,tablet,US,False,0
14845,9877,63.09,0,3588,2,0,44.23,0,3877,0.0,1.4264074157811442,0.0,0,0,travel,mobile,CN,False,0
14846,5299,44.29,22,621,1,0,41.04,0,1009,0.0848,1.0791910331384016,0.0,0,0,gambling,desktop,US,False,0
14847,9761,334.08,11,2184,3,0,169.72,0,2560,0.0006,1.9684185717652602,0.0,0,0,fashion,mobile,FR,False,0
14848,6987,50.24,1,1933,3,1,46.95,0,1934,0.0073,1.0700745473908413,0.3333333333333333,0,0,restaurant,desktop,US,False,0
14849,2973,290.08,8,2183,1,0,167.6,0,2546,0.0015,1.7307875894988067,0.0,0,0,fashion,mobile,BR,False,0
14850,2402,901.74,16,2068,0,0,174.47,0,2270,0.0129,5.16845302917407,0.0,0,0,fashion,mobile,FR,False,0
14851,6043,14.45,9,1280,2,0,16.13,0,1511,0.0187,0.8958462492250465,0.0,0,0,travel,mobile,US,False,0
14852,3283,92.38,23,3539,0,1,144.93,0,3822,0.0,0.6374111640102118,0.0,0,0,grocery,desktop,FR,True,0
14853,2371,77.43,2,161,3,0,34.94,0,196,0.7443,2.216084716657127,0.0,0,0,fashion,tablet,IN,False,1
14854,3894,29.6,14,735,1,0,47.83,0,1024,0.037,0.6188584570353335,0.0,0,0,grocery,pos,US,False,0
14855,5275,34.72,3,2246,1,0,19.86,1,2560,0.0002,1.7482376636455186,0.0,0,1,grocery,desktop,CA,False,0
14856,9247,10.07,21,3364,1,0,17.93,0,3719,0.0,0.5616285554935861,0.0,0,0,travel,desktop,US,False,0
14857,9569,21.3,15,1452,4,0,20.8,0,1498,0.0392,1.0240384615384615,0.0,0,0,restaurant,desktop,CN,False,0
14858,7265,20.44,13,1887,1,0,25.99,0,2038,0.0084,0.7864563293574452,0.0,0,0,electronics,desktop,DE,False,0
14859,2404,29.88,10,2011,0,0,43.14,0,2210,0.0001,0.6926286509040334,0.0,0,0,grocery,pos,US,False,0
14860,4554,168.35,0,2031,2,0,162.52,0,2187,0.0029,1.0358725079990154,0.0,0,0,restaurant,mobile,BR,False,0
14861,970,8.37,21,132,2,1,4.3,0,485,0.8155,1.9465116279069767,0.5,0,0,utilities,mobile,US,False,1
14862,5671,14.63,15,1290,2,0,12.66,0,1465,0.0138,1.1556082148499212,0.0,0,0,travel,desktop,BR,False,0
14863,6404,4.39,8,3368,1,1,5.03,0,3760,0.0,0.8727634194831013,1.0,0,0,electronics,mobile,CA,False,0
14864,3926,70.43,10,2088,1,0,147.11,0,2318,0.0018,0.47875739242743526,0.0,0,0,entertainment,desktop,US,False,0
14865,2169,8.44,13,3417,0,0,10.07,0,3793,0.0,0.8381330685203574,0.0,0,0,grocery,tablet,US,False,0
14866,9876,16.41,15,2644,4,1,29.12,0,2753,0.0017,0.5635302197802198,0.25,0,0,entertainment,mobile,DE,False,0
14867,404,144.68,0,3548,2,0,74.54,0,3616,0.0,1.9409712905822376,0.0,0,0,restaurant,desktop,CA,False,0
14868,7279,20.97,8,1842,1,1,19.13,1,1914,0.0026,1.0961840041819133,1.0,0,1,crypto,mobile,US,False,0
14869,6864,129.9,9,2036,1,0,63.04,0,2046,0.0003,2.0605964467005076,0.0,0,0,restaurant,mobile,US,False,0
14870,5572,254.16,21,2526,2,0,184.55,0,2912,0.0002,1.377187753996207,0.0,0,0,grocery,mobile,CN,False,0
14871,1863,48.31,10,3095,0,0,80.27,0,3351,0.0,0.6018437772517753,0.0,0,0,travel,mobile,BR,False,0
14872,8538,32.96,8,2895,0,0,48.18,0,3257,0.0,0.6841012868410129,0.0,0,0,restaurant,mobile,FR,False,0
14873,6088,128.95,20,1633,4,0,18.25,2,1816,0.423,7.065753424657534,0.0,0,1,restaurant,desktop,US,False,0
14874,6774,21.18,11,2004,0,0,19.45,1,2393,0.0096,1.0889460154241646,0.0,0,1,restaurant,desktop,IN,True,0
14875,7050,27.98,3,1847,0,0,48.81,0,1901,0.0004,0.5732431878713379,0.0,0,0,fashion,mobile,US,False,0
14876,1194,28.63,19,2567,1,0,24.49,0,2933,0.0,1.1690485912617394,0.0,0,0,gambling,mobile,CA,False,0
14877,4613,448.3,5,2871,4,0,128.35,0,2883,0.0002,3.4927931437475657,0.0,0,0,travel,mobile,US,False,0
14878,7880,37.81,10,341,1,0,57.17,0,714,0.345,0.6613608535945427,0.0,0,0,grocery,desktop,US,False,0
14879,3928,5.62,11,561,4,1,9.17,0,719,0.6179,0.6128680479825518,0.25,0,0,grocery,desktop,US,False,0
14880,7279,18.92,20,1842,2,0,18.51,1,1914,0.0005,1.02215018908698,0.0,0,1,travel,pos,US,False,0
14881,3699,32.3,6,1057,2,1,44.73,0,1212,0.0943,0.7221104404202996,0.5,0,0,travel,mobile,US,False,0
14882,8017,27.7,15,1491,2,0,21.35,0,1836,0.0005,1.297423887587822,0.0,0,0,grocery,pos,IN,False,0
14883,8448,37.99,20,558,0,0,28.74,2,832,0.0443,1.3218510786360476,0.0,0,1,restaurant,tablet,US,False,0
14884,8326,12.68,18,3140,2,1,10.39,0,3411,0.0,1.2204042348411934,0.5,0,0,grocery,desktop,GB,False,0
14885,6527,43.43,23,53,1,0,31.5,0,220,0.7911,1.3787301587301588,0.0,0,0,restaurant,tablet,US,False,0
14886,4977,383.97,14,2094,4,0,31.91,0,2281,0.0341,12.032905045440302,0.0,0,0,fashion,mobile,US,False,0
14887,8544,15.86,17,1747,2,0,13.18,0,2049,0.0019,1.2033383915022762,0.0,0,0,fashion,desktop,US,False,0
14888,3732,52.36,3,3139,2,1,66.38,0,3280,0.0,0.7887918047604701,0.5,0,0,restaurant,mobile,US,False,0
14889,9636,51.26,6,1828,4,0,49.36,0,1830,0.037,1.0384927066450567,0.0,0,0,gambling,tablet,BR,False,0
14890,8296,92.95,11,2520,2,0,90.38,0,2700,0.0,1.0284354945784466,0.0,0,0,grocery,desktop,IN,False,0
14891,2689,94.18,17,2329,3,0,7.57,0,2493,0.0359,12.441215323645972,0.0,0,0,entertainment,mobile,FR,True,0
14892,3699,56.48,17,1057,2,1,45.94,0,1212,0.1693,1.2294296909011755,0.5,0,0,fashion,desktop,GB,True,0
14893,8962,22.71,22,1677,2,2,12.32,0,2063,0.0211,1.843344155844156,1.0,0,0,fashion,desktop,GB,True,0
14894,2516,209.08,21,2993,2,0,303.69,0,3037,0.0,0.6884652112351412,0.0,0,0,fashion,tablet,DE,False,0
14895,811,231.36,7,162,0,3,56.23,0,318,0.98,4.114529610528188,0.0,0,0,fashion,desktop,US,False,1
14896,773,59.37,13,18,0,0,46.13,0,282,0.2469,1.2870149577281593,0.0,0,0,gambling,mobile,US,False,1
14897,8665,10.14,17,1180,2,1,24.69,0,1571,0.0057,0.4106925880923451,0.5,0,0,fashion,desktop,US,False,0
14898,3648,31.81,17,2198,0,0,26.54,0,2211,0.001,1.1985681989449888,0.0,0,0,utilities,pos,FR,False,0
14899,2109,546.55,15,1024,0,0,64.18,0,1129,0.0646,8.515892801495792,0.0,0,0,electronics,mobile,US,False,0
14900,2674,8.8,20,685,1,0,8.42,0,855,0.0511,1.0451306413301664,0.0,0,0,fashion,pos,CA,False,0
14901,5905,69.79,23,686,2,0,56.88,0,799,0.6231,1.2269690576652603,0.0,0,0,electronics,pos,BR,False,0
14902,4141,25.35,5,2651,4,3,16.28,0,2687,0.0042,1.557125307125307,0.75,0,0,fashion,desktop,US,False,0
14903,1422,26.88,7,3631,0,0,25.71,0,3939,0.0,1.0455075845974329,0.0,0,0,grocery,mobile,US,False,0
14904,4860,10.41,10,2765,2,0,16.58,0,3136,0.0005,0.6278648974668276,0.0,0,0,electronics,mobile,US,False,0
14905,6533,102.96,23,1823,1,0,34.27,0,2066,0.0026,3.0043770061278083,0.0,0,0,electronics,tablet,FR,False,0
14906,3896,72.32,13,3393,0,0,58.4,0,3678,0.0,1.2383561643835617,0.0,0,0,restaurant,pos,DE,False,0
14907,6157,174.92,21,320,0,0,190.25,0,527,0.3841,0.9194218134034164,0.0,0,0,entertainment,desktop,US,False,0
14908,6987,51.31,5,1933,1,0,37.81,0,1934,0.0007,1.3570483998942078,0.0,0,0,electronics,desktop,US,False,0
14909,6498,97.37,16,3210,1,0,52.18,0,3366,0.0,1.8660406285933309,0.0,0,0,electronics,mobile,FR,False,0
14910,1421,1649.26,3,3468,1,1,204.91,0,3685,0.0004,8.04870430920892,1.0,0,0,grocery,pos,DE,False,0
14911,4302,263.38,5,2396,1,0,62.63,0,2619,0.0005,4.205332907552291,0.0,0,0,fashion,desktop,GB,False,0
14912,9105,230.83,15,858,1,0,15.97,1,924,0.585,14.453976205385096,0.0,0,1,grocery,desktop,US,False,0
14913,1583,99.87,14,1882,0,0,41.95,1,1928,0.0021,2.3806912991656732,0.0,0,1,fashion,desktop,US,False,0
14914,8745,19.88,7,1483,2,0,38.69,0,1522,0.0075,0.5138278624967691,0.0,0,0,fashion,desktop,US,False,0
14915,4406,116.87,15,3266,2,0,93.98,1,3268,0.0,1.2435624600978932,0.0,0,1,travel,pos,NG,False,0
14916,6023,75.8,18,1159,1,0,87.22,0,1381,0.0123,0.8690667278147214,0.0,0,0,utilities,pos,CN,False,0
14917,3098,21.95,0,1146,3,1,33.36,0,1434,0.0235,0.6579736211031175,0.3333333333333333,0,0,other,pos,US,False,0
14918,7240,17.69,13,3520,2,0,14.36,0,3810,0.0,1.2318941504178273,0.0,0,0,entertainment,mobile,US,False,0
14919,1793,39.39,20,1255,1,1,53.2,0,1374,0.1432,0.7404135338345864,1.0,0,0,gambling,desktop,GB,False,0
14920,7602,91.49,20,57,1,0,108.71,0,128,0.2511,0.8415969092079846,0.0,0,0,fashion,desktop,US,False,0
14921,1425,112.02,12,934,2,2,119.94,0,1062,0.0161,0.9339669834917459,1.0,0,0,fashion,desktop,DE,True,0
14922,1728,271.97,20,2081,3,0,292.46,0,2374,0.0024,0.9299391369759968,0.0,0,0,electronics,desktop,GB,False,0
14923,89,21.74,3,2803,0,0,26.48,1,2971,0.0001,0.8209969788519637,0.0,0,1,utilities,tablet,US,False,0
14924,8632,6.76,15,2262,3,0,10.43,0,2638,0.0009,0.6481303930968361,0.0,0,0,fashion,mobile,DE,False,0
14925,8437,9.4,0,700,2,0,17.02,0,706,0.1109,0.5522914218566393,0.0,0,0,electronics,desktop,US,False,0
14926,3859,13.77,14,1188,4,0,16.25,1,1207,0.0179,0.8473846153846154,0.0,0,1,restaurant,tablet,US,False,0
14927,36,34.21,4,233,0,0,26.98,0,427,0.143,1.2679762787249815,0.0,0,0,restaurant,pos,CN,False,0
14928,9340,91.66,3,1000,2,0,95.15,0,1348,0.4702,0.9633210719915921,0.0,0,0,fashion,desktop,US,True,0
14929,1718,101.53,23,1384,4,1,88.06,0,1605,0.0446,1.152963888258006,0.25,0,0,utilities,desktop,DE,False,0
14930,1490,13.07,12,1855,2,1,15.96,0,2127,0.0099,0.818922305764411,0.5,0,0,restaurant,tablet,DE,False,0
14931,2109,3892.3,12,1024,2,0,107.71,0,1129,0.5986,36.13684894624455,0.0,0,0,grocery,desktop,US,False,1
14932,2562,84.49,21,1310,1,0,100.2,0,1617,0.0117,0.8432135728542913,0.0,0,0,crypto,mobile,US,False,0
14933,9322,41.61,20,2505,2,0,8.45,1,2649,0.0003,4.9242603550295865,0.0,0,1,grocery,mobile,US,False,0
14934,6277,135.87,14,261,1,0,189.82,0,435,0.4019,0.715783373722474,0.0,0,0,electronics,mobile,US,False,0
14935,3343,67.58,8,362,2,0,51.12,0,460,0.6755,1.3219874804381846,0.0,0,0,entertainment,desktop,US,False,0
14936,7616,26.4,1,2298,0,0,25.0,0,2613,0.0002,1.056,0.0,0,0,utilities,mobile,GB,False,0
14937,7702,155.7,20,1548,1,0,42.25,1,1704,0.3785,3.6852071005917155,0.0,0,1,entertainment,mobile,CN,False,0
14938,2450,34.59,6,628,0,0,27.64,0,831,0.4002,1.2514471780028944,0.0,0,0,electronics,mobile,US,False,1
14939,1746,34.01,2,3575,0,0,36.2,0,3622,0.0,0.9395027624309391,0.0,0,0,utilities,desktop,IN,False,0
14940,1523,35.82,8,699,1,1,54.44,0,797,0.0277,0.6579720793534166,1.0,0,0,grocery,mobile,NG,False,0
14941,3499,28.13,22,450,0,0,29.24,0,494,0.0707,0.9620383036935705,0.0,0,0,electronics,mobile,US,False,0
14942,287,12.75,23,588,0,0,14.61,0,885,0.017,0.8726899383983573,0.0,0,0,electronics,mobile,IN,False,0
14943,4346,97.08,12,1835,2,2,145.66,0,2129,0.0005,0.6664835919264039,1.0,0,0,grocery,mobile,US,False,0
14944,2005,112.42,6,2913,1,0,99.93,0,3151,0.0,1.1249874912438707,0.0,0,0,travel,mobile,US,False,0
14945,7651,58.79,7,1342,3,0,67.79,0,1576,0.0047,0.8672370556129222,0.0,0,0,fashion,desktop,US,False,0
14946,3253,54.5,5,571,1,0,39.94,1,967,0.0235,1.3645468202303457,0.0,0,1,travel,mobile,US,False,0
14947,6503,266.49,11,1869,1,0,150.78,0,1920,0.001,1.767409470752089,0.0,0,0,electronics,mobile,US,False,0
14948,6813,123.91,11,1505,0,0,170.07,0,1624,0.0457,0.728582348444758,0.0,0,0,grocery,desktop,BR,False,0
14949,7940,93.41,5,524,1,0,79.12,0,737,0.0649,1.1806117290192113,0.0,0,0,fashion,desktop,CN,True,0
14950,4704,99.43,8,3116,0,0,44.54,1,3179,0.0,2.232375392905254,0.0,0,1,grocery,tablet,US,False,0
14951,3951,14.71,22,1377,0,1,26.11,0,1705,0.0286,0.5633856759862123,0.0,0,0,electronics,mobile,IN,False,0
14952,2561,73.01,22,2108,2,1,72.07,0,2264,0.0098,1.0130428749826559,0.5,0,0,restaurant,mobile,US,False,0
14953,100,44.44,5,511,0,0,75.95,0,903,0.0284,0.5851217906517445,0.0,0,0,other,desktop,US,False,0
14954,1570,102.2,6,3594,0,0,103.9,0,3691,0.0,0.983638113570741,0.0,0,0,restaurant,mobile,CA,False,0
14955,2201,32.84,0,1336,4,0,27.55,0,1550,0.0118,1.1920145190562614,0.0,0,0,travel,mobile,IN,True,0
14956,6576,277.77,20,1537,0,0,130.44,0,1902,0.0255,2.1294848206071757,0.0,0,0,fashion,mobile,US,False,0
14957,7894,91.93,5,766,0,0,97.37,0,787,0.025,0.9441306357194208,0.0,0,0,grocery,pos,US,False,0
14958,4531,73.14,2,111,2,0,68.35,0,172,0.2449,1.0700804681784932,0.0,0,0,utilities,mobile,US,False,0
14959,8197,106.66,22,1220,0,1,136.17,0,1299,0.002,0.7832855988837483,0.0,0,0,entertainment,mobile,US,False,0
14960,3675,12.09,13,2359,1,0,6.21,0,2452,0.0003,1.9468599033816425,0.0,0,0,electronics,mobile,CA,False,0
14961,6541,53.9,18,3425,1,0,35.64,1,3769,0.0,1.5123456790123455,0.0,0,1,entertainment,mobile,RU,False,0
14962,5534,19.48,9,1626,0,0,34.8,0,1917,0.0021,0.5597701149425288,0.0,0,0,electronics,desktop,CN,False,0
14963,1500,55.36,17,3071,0,0,96.32,1,3457,0.0,0.574750830564784,0.0,0,1,fashion,mobile,US,False,0
14964,4569,123.79,18,1130,1,0,78.91,0,1188,0.1609,1.5687492079584338,0.0,0,0,other,mobile,US,False,0
14965,9684,19.76,11,1552,0,1,2.71,0,1636,0.05,7.291512915129152,0.0,0,0,entertainment,desktop,US,False,0
14966,1497,6.86,23,2012,3,0,8.06,0,2176,0.0008,0.8511166253101737,0.0,0,0,utilities,mobile,US,False,0
14967,4007,41.8,23,918,1,0,51.6,0,993,0.0387,0.8100775193798448,0.0,0,0,electronics,pos,NG,False,0
14968,3281,68.64,12,318,2,0,104.24,0,578,0.2448,0.6584804297774367,0.0,0,0,electronics,mobile,US,False,0
14969,7438,66.14,14,3412,2,0,56.2,0,3624,0.0,1.1768683274021352,0.0,0,0,grocery,mobile,US,False,0
14970,392,7.15,20,655,2,0,8.87,0,1044,0.0586,0.80608793686584,0.0,0,0,fashion,tablet,IN,False,0
14971,4471,40.66,3,1469,0,0,39.81,0,1703,0.0181,1.0213514192413964,0.0,0,0,restaurant,desktop,US,False,0
14972,2644,25.48,7,1701,2,0,39.74,0,1852,0.0002,0.6411675893306492,0.0,0,0,grocery,mobile,US,False,0
14973,2929,31.71,21,678,1,0,61.72,0,694,0.0762,0.5137718729747246,0.0,0,0,travel,mobile,US,False,0
14974,4022,240.37,19,173,3,0,159.85,0,202,0.6113,1.5037222395996248,0.0,0,0,restaurant,mobile,US,False,0
14975,2918,45.05,19,3452,1,0,35.04,0,3656,0.0,1.2856735159817352,0.0,0,0,fashion,pos,BR,False,0
14976,5648,31.57,7,3489,0,1,29.64,0,3590,0.0,1.0651147098515519,0.0,0,0,travel,mobile,FR,False,0
14977,2868,116.78,21,575,0,0,149.53,0,941,0.4096,0.7809804052698455,0.0,0,0,gambling,mobile,GB,False,0
14978,9185,102.41,22,3545,2,0,31.12,0,3586,0.0001,3.2908097686375317,0.0,0,0,electronics,desktop,NG,False,0
14979,4414,18.67,0,2621,1,1,12.58,0,2838,0.0002,1.4841017488076313,1.0,0,0,grocery,tablet,FR,False,0
14980,1543,98.38,4,325,2,0,174.51,0,388,0.4456,0.563749928370867,0.0,0,0,electronics,mobile,US,False,0
14981,2889,5.93,17,542,1,1,7.79,0,882,0.0376,0.7612323491655969,1.0,0,0,restaurant,mobile,IN,False,0
14982,7954,118.91,7,200,3,0,90.35,0,212,0.4067,1.316104039845047,0.0,0,0,travel,desktop,US,False,1
14983,1082,24.58,13,3611,0,0,22.51,0,3995,0.0,1.0919591292758772,0.0,0,0,restaurant,desktop,GB,False,0
14984,3738,144.83,0,1930,3,0,88.36,0,2189,0.001,1.63909008601177,0.0,0,0,travel,mobile,US,False,0
14985,9488,163.53,19,1044,1,0,257.06,0,1301,0.0021,0.6361549832723877,0.0,0,0,restaurant,mobile,GB,False,0
14986,13,61.03,16,2686,0,0,50.46,0,2947,0.0,1.2094728497820055,0.0,0,0,restaurant,mobile,US,False,0
14987,9720,14.62,10,1018,2,0,14.35,0,1218,0.003,1.0188153310104529,0.0,0,0,other,desktop,US,False,0
14988,3525,12.8,1,1063,2,0,16.58,1,1300,0.0191,0.7720144752714114,0.0,0,1,travel,mobile,US,False,0
14989,2108,120.51,2,507,3,1,155.25,1,597,0.362,0.776231884057971,0.3333333333333333,0,1,electronics,mobile,US,False,0
14990,8238,30.56,3,1161,2,0,30.7,0,1408,0.1755,0.9954397394136808,0.0,0,0,grocery,mobile,GB,False,0
14991,4641,54.82,18,3076,4,0,78.3,0,3157,0.0003,0.7001277139208174,0.0,0,0,utilities,mobile,GB,False,0
14992,1047,17.04,17,874,0,0,18.22,0,1054,0.0639,0.9352360043907794,0.0,0,0,fashion,desktop,NG,False,0
14993,6664,103.26,7,1004,1,0,110.39,1,1259,0.1152,0.9354108161971193,0.0,0,1,travel,pos,CN,True,0
14994,7758,125.79,16,73,2,0,77.58,0,141,0.2648,1.6214230471771076,0.0,0,0,fashion,desktop,NG,False,1
14995,4453,26.67,11,1744,0,1,16.75,0,2037,0.0075,1.5922388059701493,0.0,0,0,grocery,mobile,US,False,0
14996,7108,340.54,15,1896,2,0,229.18,1,2180,0.0234,1.4859062745440266,0.0,0,1,fashion,mobile,US,False,0
14997,1061,40.0,11,2813,1,0,31.83,0,3104,0.0,1.2566760917373547,0.0,0,0,fashion,desktop,US,False,0
14998,325,32.4,18,3560,1,0,39.26,1,3760,0.0,0.8252674477840041,0.0,0,1,utilities,desktop,US,False,0
14999,2170,70.12,9,3571,0,0,60.8,0,3609,0.0,1.1532894736842108,0.0,0,0,utilities,pos,CA,False,0
15000,9807,105.06,12,3227,2,0,123.09,0,3583,0.0001,0.8535218133073361,0.0,0,0,electronics,pos,US,False,0
15001,1756,7.06,9,1165,1,1,6.54,0,1235,0.1104,1.0795107033639144,1.0,0,0,electronics,mobile,GB,False,0
15002,9209,22.52,5,1334,1,1,24.04,0,1665,0.0097,0.9367720465890184,1.0,0,0,grocery,desktop,US,False,0
15003,2922,75.05,15,2814,2,0,78.6,0,2903,0.0001,0.9548346055979644,0.0,0,0,entertainment,desktop,IN,False,0
15004,4857,9.75,22,3088,1,0,12.22,0,3211,0.0,0.7978723404255319,0.0,0,0,electronics,mobile,CA,False,0
15005,7001,23.17,9,3287,2,0,19.2,1,3654,0.0,1.2067708333333336,0.0,0,1,grocery,pos,CA,False,0
15006,1700,24.7,16,3510,0,0,27.85,0,3824,0.0,0.8868940754039497,0.0,0,0,grocery,mobile,BR,False,0
15007,1988,68.45,17,774,2,0,31.54,0,1137,0.0873,2.1702599873176918,0.0,0,0,travel,mobile,BR,True,0
15008,2519,31.19,1,523,1,1,23.25,1,808,0.1907,1.341505376344086,1.0,0,1,utilities,mobile,US,False,0
15009,4722,55.5,9,3033,5,1,49.41,0,3224,0.0001,1.1232544019429267,0.2,0,0,electronics,desktop,US,False,0
15010,3398,32.97,17,3507,1,1,23.4,0,3795,0.0,1.408974358974359,1.0,0,0,grocery,mobile,US,False,0
15011,850,27.75,20,2212,1,0,12.74,0,2584,0.0006,2.1781789638932496,0.0,0,0,crypto,desktop,US,False,0
15012,2674,11.82,23,685,0,1,11.6,0,855,0.1983,1.0189655172413794,0.0,0,0,utilities,desktop,CA,False,0
15013,8261,86.04,16,2329,4,0,72.71,1,2343,0.0008,1.1833310411222668,0.0,0,1,electronics,mobile,GB,False,0
15014,5098,80.91,14,1167,1,0,72.78,1,1211,0.0209,1.1117065127782357,0.0,0,1,electronics,mobile,CA,False,0
15015,9474,45.71,18,2489,1,0,43.45,0,2498,0.0004,1.0520138089758342,0.0,0,0,crypto,desktop,US,False,0
15016,2773,68.62,4,743,2,1,58.99,0,950,0.6172,1.1632480081369725,0.5,0,0,utilities,mobile,GB,False,0
15017,2616,90.58,10,2442,1,0,89.73,0,2781,0.0,1.009472863033545,0.0,0,0,entertainment,mobile,FR,False,0
15018,4209,63.53,20,827,2,0,57.53,0,1145,0.0277,1.1042934121328003,0.0,0,0,travel,mobile,US,False,0
15019,785,188.04,11,1746,0,0,280.64,0,2076,0.0013,0.6700399087799316,0.0,0,0,entertainment,desktop,RU,False,0
15020,3112,62.42,12,2786,2,0,80.21,1,2938,0.0001,0.7782072060840295,0.0,0,1,grocery,mobile,US,False,0
15021,3539,8.22,1,1927,1,1,8.43,0,2034,0.004,0.9750889679715303,1.0,0,0,electronics,pos,US,False,0
15022,6211,11.56,8,219,2,1,21.7,0,418,0.3907,0.5327188940092167,0.5,0,0,grocery,desktop,DE,False,0
15023,1417,63.67,22,2318,4,0,91.8,0,2628,0.0001,0.6935729847494554,0.0,0,0,fashion,desktop,BR,True,0
15024,8890,33.68,17,401,1,0,38.67,0,685,0.0586,0.8709594000517197,0.0,0,0,utilities,pos,FR,False,0
15025,8761,20.05,9,3500,1,0,27.61,0,3841,0.0,0.7261861644331764,0.0,0,0,grocery,desktop,US,False,0
15026,5245,93.38,16,1282,2,0,85.65,0,1463,0.0017,1.090251021599533,0.0,0,0,entertainment,desktop,IN,False,0
15027,4162,71.98,19,1431,0,1,49.1,0,1754,0.0089,1.4659877800407333,0.0,0,0,gambling,mobile,CA,False,0
15028,6955,64.69,15,1567,2,1,101.1,0,1749,0.0114,0.6398615232443126,0.5,0,0,fashion,mobile,GB,False,0
15029,2036,102.22,10,3088,3,0,141.24,0,3417,0.0,0.7237326536391956,0.0,0,0,grocery,desktop,NG,False,0
15030,5610,147.03,7,435,1,0,154.8,0,524,0.1883,0.9498062015503875,0.0,0,0,travel,desktop,CA,False,0
15031,2867,47.13,18,1151,1,0,62.36,0,1388,0.0039,0.7557729313662604,0.0,0,0,electronics,mobile,US,False,0
15032,9240,52.97,12,1870,2,0,66.21,0,2159,0.0001,0.8000302069173841,0.0,0,0,fashion,pos,CA,False,0
15033,4755,26.02,12,774,0,0,26.08,0,1157,0.015,0.9976993865030676,0.0,0,0,gambling,desktop,IN,False,0
15034,4994,504.87,16,2016,2,0,213.84,1,2148,0.0045,2.3609708193041525,0.0,0,1,fashion,mobile,US,False,0
15035,7600,18.78,12,999,2,1,29.09,0,1162,0.0753,0.6455826744585769,0.5,0,0,electronics,desktop,US,False,0
15036,7820,20.14,0,2993,0,0,15.23,0,3086,0.0,1.3223900196979645,0.0,0,0,entertainment,pos,US,False,0
15037,2336,34.37,3,1968,0,0,37.46,0,2152,0.0052,0.9175120128136678,0.0,0,0,gambling,mobile,US,False,0
15038,6081,108.9,17,3278,2,0,33.85,0,3505,0.0001,3.2171344165435745,0.0,0,0,entertainment,pos,US,False,0
15039,8659,11.05,14,842,0,0,14.74,0,1192,0.2507,0.7496607869742199,0.0,0,0,utilities,mobile,US,False,0
15040,4084,106.94,5,2875,4,0,96.48,0,2953,0.0002,1.1084162520729683,0.0,0,0,restaurant,mobile,DE,True,0
15041,1100,91.3,2,1584,3,2,93.84,0,1765,0.0661,0.9729326513213981,0.6666666666666666,0,0,entertainment,desktop,US,False,0
15042,8688,9.95,20,856,0,0,11.2,0,936,0.1543,0.8883928571428571,0.0,0,0,electronics,mobile,DE,False,0
15043,8962,23.95,21,1677,2,0,13.86,0,2063,0.0006,1.727994227994228,0.0,0,0,restaurant,desktop,US,False,0
15044,1526,68.64,11,173,0,0,93.6,0,470,0.1396,0.7333333333333334,0.0,0,0,travel,mobile,FR,False,0
15045,2141,49.32,16,2558,0,0,59.62,1,2691,0.0001,0.8272391814827239,0.0,0,1,other,desktop,US,False,0
15046,2376,12.36,20,3615,2,0,16.67,0,3720,0.0,0.7414517096580683,0.0,0,0,grocery,mobile,US,False,0
15047,8338,50.95,15,1959,1,0,76.09,0,2024,0.0049,0.6696017873570772,0.0,0,0,entertainment,mobile,GB,False,0
15048,9570,33.36,23,3530,0,0,45.49,0,3736,0.0,0.7333479885689163,0.0,0,0,electronics,mobile,NG,False,0
15049,3898,44.93,20,66,2,0,55.86,0,352,0.7304,0.8043322592194773,0.0,0,0,fashion,mobile,US,False,0
15050,9354,784.3,22,407,3,0,91.8,0,643,0.5661,8.543572984749455,0.0,0,0,restaurant,pos,US,False,1
15051,210,25.17,7,2843,5,0,20.7,0,3173,0.0005,1.2159420289855074,0.0,0,0,fashion,mobile,US,False,0
15052,3913,33.55,18,699,2,0,55.63,0,805,0.1104,0.6030918569117382,0.0,0,0,other,tablet,NG,False,0
15053,1155,39.4,0,1114,1,0,48.42,0,1352,0.0033,0.8137133415943825,0.0,0,0,restaurant,desktop,US,False,0
15054,9856,229.71,21,1771,0,0,182.73,0,1784,0.0009,1.257100640288951,0.0,0,0,utilities,mobile,US,False,0
15055,1959,37.21,23,2411,3,0,20.91,0,2416,0.0019,1.779531324725012,0.0,0,0,grocery,mobile,FR,False,0
15056,9354,79.4,12,407,1,0,74.0,0,643,0.0415,1.0729729729729731,0.0,0,0,fashion,mobile,US,False,0
15057,7742,73.53,21,1353,0,2,41.41,0,1572,0.011,1.7756580536102393,0.0,0,0,fashion,desktop,DE,False,0
15058,8912,348.95,7,1221,1,0,274.78,0,1276,0.0127,1.2699250309338381,0.0,0,0,entertainment,tablet,US,False,0
15059,5013,52.0,4,2186,0,0,50.83,0,2330,0.001,1.0230179028132993,0.0,0,0,restaurant,desktop,BR,False,0
15060,5043,21.84,4,1455,0,0,22.01,0,1671,0.0143,0.9922762380736029,0.0,0,0,entertainment,mobile,US,False,0
